"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","4","4","1","5.314321","0","4"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","68","8","1","59.006786","0","367"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","94","5","1","78.097771","0","616"
"/Engine/EngineDebugMaterials/WireframeMaterial.WireframeMaterial","0","703","13","1","281.545441","0","19228"
"/Engine/EngineDebugMaterials/VertexColorMaterial.VertexColorMaterial","0","102","16","1","48.243053","0","478"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","159","5","1","94.970757","0","862"
"/Engine/ArtTools/RenderToTexture/Materials/Debug/M_Emissive_Color.M_Emissive_Color","0","2","2","1","1.030468","0","2"
"/OculusVR/Materials/PokeAHoleMaterial.PokeAHoleMaterial","0","8","8","1","4.059396","0","8"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","0","74","8","1","43.712990","0","422"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","0","121","10","1","80.113800","0","796"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","0","74","3","1","56.962051","0","491"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","74","17","1","45.657333","0","423"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","8","8","1","4.069810","0","8"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","24","6","1","13.952249","0","70"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","8","8","1","3.920050","0","8"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","2","2","1","1.389729","0","2"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","12","2","1","7.487913","0","34"
"/Engine/VREditor/TransformGizmo/Main.Main","0","8","8","1","3.989883","0","8"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","50","53","1","25.622541","0","95"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","52","9","1","124.427032","0","300"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","8","8","1","2.909471","0","8"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","19","19","1","5.448963","0","19"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","145","145","1","86.130646","0","145"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","1040","1069","1","465.555298","0","1069"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","34","4","1","17.486317","0","101"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","4","4","1","1.382831","0","4"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","4","4","1","1.427610","0","4"
"/Game/SubcultureGirl/Materials/Skin_Body/SkinBodyRG/M_SkinHead_Master_RG_01.M_SkinHead_Master_RG_01","0","114","12","2","35.719753","0","515"
"/Game/SubcultureGirl/Materials/Skin_Body/SkinBodyRG/M_EyeLashes_RG_Master.M_EyeLashes_RG_Master","0","57","1","1","32.839211","0","240"
"/Game/SubcultureGirl/Materials/Skin_Body/Skin_BodyBase/M_SkinBody_Master_01.M_SkinBody_Master_01","0","57","6","1","36.480167","0","192"
"/Game/SubcultureGirl/Materials/EyeBall/M_EyeBall_Master_01.M_EyeBall_Master_01","0","114","11","2","45.880608","0","667"
"/Game/SubcultureGirl/Materials/HairF/M_HairF_01.M_HairF_01","0","69","8","1","44.329609","0","212"
"/Game/SubcultureGirl/Materials/Clothes/HeavyBootsB/M_HeavyBootsB_Master_01.M_HeavyBootsB_Master_01","0","69","9","1","47.182846","0","255"
"/Game/SubcultureGirl/Materials/Clothes/BikerJacketA/M_BikerJacketA_Master_01.M_BikerJacketA_Master_01","0","69","11","1","47.278065","0","258"
"/Game/SubcultureGirl/Materials/Clothes/TShirtB/M_TShirtB_Master_PNT_01.M_TShirtB_Master_PNT_01","0","162","20","2","102.308823","0","716"
"/Game/SubcultureGirl/Materials/Clothes/SocksThinLongB/M_SocksThinLongB_Master_01.M_SocksThinLongB_Master_01","0","108","29","3","64.995766","0","298"
"/Game/SubcultureGirl/Materials/Clothes/SkirtMiniB/M_Skirt_MiniB_Master_01.M_Skirt_MiniB_Master_01","0","188","24","2","122.162331","0","1090"
"/Game/SubcultureGirl/Materials/Props/GloveFingerlessA/M_GloveFingerlessA_Master_01.M_GloveFingerlessA_Master_01","0","69","2","1","44.183262","0","244"
"/Game/SubcultureGirl/Materials/Clothes/PantsLeatherA/M_PantsLeatherA_Master_01.M_PantsLeatherA_Master_01","0","45","7","1","27.644146","0","142"
"/Game/SubcultureGirl/Materials/Clothes/ShoesA/M_CGirl_SnoesA_Master_01.M_CGirl_SnoesA_Master_01","0","69","7","1","46.191395","0","246"
"/Game/SubcultureGirl/Materials/HairB/M_HairB_01.M_HairB_01","0","69","14","1","43.816093","0","220"
"/Game/SubcultureGirl/Materials/Props/Accessories/Collar_BracerA/M_Collar_BracerA_Master_01.M_Collar_BracerA_Master_01","0","36","36","1","20.416065","0","50"
"/Game/SubcultureGirl/Materials/Skin_Body/SkinBodyLF/M_SkinHead_Master_LF_01.M_SkinHead_Master_LF_01","0","114","7","2","35.542774","0","449"
"/Game/SubcultureGirl/Materials/Clothes/TShirtB/M_TShirtB_Master_01.M_TShirtB_Master_01","0","162","17","2","104.485077","0","557"
"/Game/SubcultureGirl/Materials/Clothes/SocksThinLong/M_SocksLongThin_Master_01.M_SocksLongThin_Master_01","0","72","15","2","43.001183","0","232"
"/Game/SubcultureGirl/Materials/Clothes/GothDressA/M_GothDressA_Master_01.M_GothDressA_Master_01","0","69","9","1","47.142956","0","201"
"/Game/SubcultureGirl/Materials/Skin_Body/SkinBodyLF/M_SkinBody_Master_LF_01.M_SkinBody_Master_LF_01","0","57","3","1","35.876228","0","213"
"/Game/SubcultureGirl/Materials/HairF/M_HairF_02.M_HairF_02","0","69","9","1","49.036961","0","229"
"/Game/SubcultureGirl/Materials/Clothes/SneakersB/M_SneakersB_Master_01.M_SneakersB_Master_01","0","69","5","1","49.458786","0","256"
"/Game/SubcultureGirl/Materials/Clothes/HippieDressA/M_HippieDressA_Master_01.M_HippieDressA_Master_01","0","282","32","3","125.561691","0","1563"
"/Game/SubcultureGirl/Materials/Skin_Body/Skin_BodyBase/M_SkinHead_Master_01.M_SkinHead_Master_01","0","171","13","3","76.489761","0","802"
"/Game/SubcultureGirl/Materials/HairC/M_HairC_01.M_HairC_01","0","69","4","1","44.208897","0","250"
"/Game/SubcultureGirl/Materials/Clothes/SneakersA/M_CGirl_SneakersA_Master.M_CGirl_SneakersA_Master","0","69","10","1","55.327175","0","226"
"/Game/SubcultureGirl/Materials/Clothes/TShirtA/M_CGirl_TShirtA_Master_01.M_CGirl_TShirtA_Master_01","0","324","23","4","166.005615","0","1499"
"/Game/SubcultureGirl/Materials/Clothes/HeavyBootsA/M_HeavyBootsA_Master_01.M_HeavyBootsA_Master_01","0","69","1","1","48.948292","0","221"
"/Game/SubcultureGirl/Materials/Skin_Body/SkinBodyRF/M_SkinHead_Master_RF_01.M_SkinHead_Master_RF_01","0","114","8","2","37.458237","0","433"
"/Game/SubcultureGirl/Materials/Clothes/HippieDressB/M_HippieDressB_Master_01.M_HippieDressB_Master_01","0","188","23","2","138.265289","0","942"
"/Game/SubcultureGirl/Materials/Clothes/PantsDenimC/M_PantsDenimC_Master_01.M_PantsDenimC_Master_01","0","138","13","2","100.719543","0","485"
"/Game/SubcultureGirl/Materials/HairG/M_HairG_01.M_HairG_01","0","69","2","1","48.047554","0","306"
"/Game/SubcultureGirl/Materials/Props/Headgears/Baseball_Cap_Bald/M_Baseball_Cap_Bald_Master_01.M_Baseball_Cap_Bald_Master_01","0","36","6","1","23.737190","0","104"
"/Game/SubcultureGirl/Materials/Clothes/SkirtMiniA/M_CGirl_SkirtMini_Master_01.M_CGirl_SkirtMini_Master_01","0","376","41","4","200.175934","0","2202"
"/Game/SubcultureGirl/Materials/Clothes/CargoPantsA/M_CargoPantsA_Master_01.M_CargoPantsA_Master_01","0","138","15","2","99.996353","0","528"
"/Game/SubcultureGirl/Materials/Props/Headgears/BandanaA/M_BandanaA_Master_01.M_BandanaA_Master_01","0","108","31","3","66.158287","0","338"
"/Game/SubcultureGirl/Materials/Clothes/SocksThinShort/M_SocksShortThin_Master_01.M_SocksShortThin_Master_01","0","144","47","4","66.626549","0","457"
"/Game/SubcultureGirl/Materials/Props/Headgears/KnitCapA/M_KnitCapHairA_Master_01.M_KnitCapHairA_Master_01","0","69","10","1","47.768661","0","198"
"/Game/SubcultureGirl/Materials/Props/Headgears/KnitCapA/M_KnitCapA_Master_01.M_KnitCapA_Master_01","0","36","5","1","23.300611","0","87"
"/Game/SubcultureGirl/Materials/Props/Headgears/SunglassesA/M_SunglassesFramesA_Master_01.M_SunglassesFramesA_Master_01","0","36","1","1","20.695807","0","87"
"/Game/SubcultureGirl/Materials/Props/Headgears/SunglassesA/M_RefractionFresnel01.M_RefractionFresnel01","0","90","1","1","141.332855","0","416"
"/Game/SubcultureGirl/Materials/Props/Headgears/SunglassesA/M_SunglassesVisorA_Master_01.M_SunglassesVisorA_Master_01","0","36","11","1","20.308538","0","104"
"/Game/SubcultureGirl/Materials/Clothes/Jacket_Denim/M_CGirl_JacketDenim_Master_01.M_CGirl_JacketDenim_Master_01","0","45","9","1","28.815125","0","192"
"/Game/SubcultureGirl/Materials/Props/Headgears/Baseball_Cap_Hair/M_CGirl_HairHatA_Master_01.M_CGirl_HairHatA_Master_01","0","69","14","1","45.731567","0","227"
"/Game/SubcultureGirl/Materials/Props/Headgears/Baseball_Cap_Hair/M_Baseball_Cap_Hair_Master_01.M_Baseball_Cap_Hair_Master_01","0","36","7","1","20.844042","0","98"
"/Game/SubcultureGirl/Materials/HairH/M_HairH_01.M_HairH_01","0","69","4","1","44.488632","0","251"
"/Game/SubcultureGirl/Materials/HairA/M_HairA_01.M_HairA_01","0","69","14","1","46.003384","0","226"
"/Game/SubcultureGirl/Materials/Clothes/Sandals/M_CGirl_Sandals_Master_01.M_CGirl_Sandals_Master_01","0","45","4","1","27.427950","0","194"
"/Game/SubcultureGirl/Materials/Props/Headgears/GlassesRoundShapeA/M_SunglassesVisorA_Master_01.M_SunglassesVisorA_Master_01","0","36","9","1","20.534431","0","98"
"/Game/SubcultureGirl/Materials/Props/Headgears/GlassesRoundShapeA/M_GlassesRoundShapeA_Master_01.M_GlassesRoundShapeA_Master_01","0","36","10","1","21.426010","0","103"
"/Game/SubcultureGirl/Materials/HairI/M_HairI_01.M_HairI_01","0","69","12","1","44.722050","0","216"
"/Game/SubcultureGirl/Materials/Clothes/Pants_Denim/M_CGirl_PantsDenim_Master_01.M_CGirl_PantsDenim_Master_01","0","69","8","1","47.523724","0","230"
"/Game/SubcultureGirl/Materials/Clothes/PantsFlareA/M_PantsFlareA_Master_01.M_PantsFlareA_Master_01","0","69","1","1","52.531109","0","237"
"/Game/SubcultureGirl/Materials/Clothes/CowboyBootsA/M_CowboyBootsA_Master_01.M_CowboyBootsA_Master_01","0","69","9","1","64.202728","0","385"
"/Game/Character/Common/Materials/M_Clothes.M_Clothes","0","174","13","2","113.433960","0","1087"
"/Game/SubcultureGirl/Materials/Props/Headgears/GlassesCommonA/M_RefractionFresnel_02.M_RefractionFresnel_02","0","90","1","1","139.917465","0","465"
"/Game/SubcultureGirl/Materials/Props/Headgears/GlassesCommonA/MI_GlassesC_Master_01.MI_GlassesC_Master_01","0","36","11","1","20.334215","0","100"
"/Game/SubcultureGirl/Materials/Clothes/PantsDenimB/M_PantsDenimB_Master_01.M_PantsDenimB_Master_01","0","69","4","1","70.433960","0","259"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","19","10","1","7.767978","0","51"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","7","8","1","5.806162","0","8"
"/Game/SubcultureGirl/ThirdPersonTemplate/ThirdPerson/Meshes/RampMaterial.RampMaterial","0","21","21","1","21.382666","0","34"
"/Game/SubcultureGirl/ThirdPersonTemplate/Geometry/Meshes/CubeMaterial.CubeMaterial","0","21","5","1","30.255165","0","62"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","2","2","1","1.536609","0","2"
"/Game/SubcultureGirl/Materials/Props/Headgears/GlassesRoundShapeA/M_RefractionFresnel01.M_RefractionFresnel01","0","90","5","1","0.000000","0","402"
"/Game/Environment/Map/Logo/Materials/Master/M_Simple_Master.M_Simple_Master","0","47","7","1","35.540520","0","162"
"/Game/Environment/Map/Logo/Materials/Master/M_Light_Master.M_Light_Master","0","21","9","1","24.084614","0","62"
"/Game/Environment/Map/Logo/Materials/Master/M_Monitor.M_Monitor","0","21","21","1","25.189333","0","34"
"/Game/Environment/Map/Logo/Materials/Master/M_Glass_Master.M_Glass_Master","0","44","4","1","90.053452","0","211"
"/Game/Environment/Map/Logo/Materials/Foliage/M_FieldGrass_01.M_FieldGrass_01","0","282","22","3","143.985107","0","2562"
"/Game/Environment/Map/Logo/Materials/Foliage/M_ScotsPine_01_Leaves.M_ScotsPine_01_Leaves","0","47","7","1","52.718189","0","385"
"/Game/Environment/Map/Logo/Materials/Foliage/M_BogMyrtle_01_Billboard.M_BogMyrtle_01_Billboard","0","94","18","1","59.997334","0","532"
"/Game/Environment/Map/Logo/Materials/Foliage/BogMyrtle_01_Fronds_Mat.BogMyrtle_01_Fronds_Mat","0","94","7","1","70.490059","0","537"
"/Game/Environment/Map/Logo/Textures/LOGO/Color.Color","0","8","8","1","7.125633","0","8"
"/Game/Environment/Map/Logo/Materials/Master/M_Decal_Emissive_Master.M_Decal_Emissive_Master","0","43","13","1","57.013416","0","117"
"/Game/Environment/Map/GreenMap/Mesh/Color.Color","0","8","8","1","0.000000","0","8"
"/Game/Environment/Map/BlueMap/Mesh/Color.Color","0","8","8","1","0.000000","0","8"
"/Game/Environment/LightMaps/Materials/M_BackgoundPlane.M_BackgoundPlane","0","12","12","1","15.649778","0","12"
"/Game/Environment/LightMaps/Materials/M_BackGlow.M_BackGlow","0","28","2","1","22.282637","0","370"
"/Game/Character/Shanghai/GirlTest/Texture/CatoonAni/Characters/GirlTest/M_body.M_body","0","72","4","1","43.127632","0","857"
"/Game/Character/Shanghai/GirlTest/Texture/CatoonAni/Characters/GirlTest/M_Blackleather.M_Blackleather","0","36","7","1","20.536774","0","135"
"/Game/Character/Shanghai/GirlTest/Texture/CatoonAni/Characters/GirlTest/M_Hair.M_Hair","0","98","20","1","76.674057","0","792"
"/Game/Character/Shanghai/GirlTest/Texture/CatoonAni/Characters/GirlTest/M_eyelashes.M_eyelashes","0","88","11","1","40.215179","0","603"
"/Game/Character/Shanghai/GirlTest/Texture/CatoonAni/Characters/GirlTest/M_eyeBall.M_eyeBall","0","48","21","1","30.018511","0","192"
"/Game/Character/Shanghai/GirlTest/Texture/CatoonAni/Characters/GirlTest/M_silver.M_silver","0","36","10","1","21.713543","0","98"
"/Game/SubcultureGirl/ThirdPersonTemplate/Mannequin/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","0","214","20","2","116.219818","0","1706"
"/Game/SubcultureGirl/Materials/Skin_Body/SkinBodyLF/M_SkinHead_Master_LF_Extra_01.M_SkinHead_Master_LF_Extra_01","0","57","8","1","36.234154","0","300"
"/Game/SubcultureGirl/Materials/Props/Headgears/GlassesCommonA/M_GlassesCVisor_Master_01.M_GlassesCVisor_Master_01","0","36","10","1","21.957186","0","144"
"/Game/SubcultureGirl/Materials/EyeBall/M_CGirl_EyeShadow_01.M_CGirl_EyeShadow_01","0","60","11","1","32.260426","0","278"
"/Game/SubcultureGirl/Materials/Env/M_Sharpen.M_Sharpen","0","4","4","1","1.659659","0","4"
"/Game/SubcultureGirl/Materials/Env/M_Floor_Master.M_Floor_Master","0","21","5","1","14.009295","0","53"
"/Game/SubcultureGirl/Materials/Env/M_Dome_Master.M_Dome_Master","0","2","2","1","1.019377","0","2"
"/Game/SubcultureGirl/Materials/Clothes/Pants_Denim/M_CGirl_PantsDenimB_Master_01.M_CGirl_PantsDenimB_Master_01","0","207","13","3","144.183136","0","1188"
"/Game/Environment/Map/Logo/Textures/LOGO/LOGO.LOGO","0","8","8","1","6.753099","0","9"
"/Game/Environment/Map/Logo/Materials/Master/M_Decal_Master.M_Decal_Master","0","45","2","1","33.026451","0","184"
"/Game/Environment/Map/Logo/Materials/Foliage/M_ScotsPine_01_Billboard.M_ScotsPine_01_Billboard","0","34","10","1","25.453331","0","118"
"/Game/Character/Common/Materials/Eye_Occlusion.Eye_Occlusion","0","60","7","1","33.638824","0","321"
"/Game/Character/Yaoyao_01/Complete/Materials/M/M_SkinSurface.M_SkinSurface","0","48","4","1","27.423334","0","206"
"/Game/Character/Yaoyao_01/Complete/Materials/M/M_xie.M_xie","0","145","15","2","91.399437","0","807"
"/Game/Character/Yaoyao_01/Complete/Materials/M/M_watch.M_watch","0","36","5","1","19.029053","0","147"
"/Game/Character/Yaoyao_01/Complete/Materials/M/Clip_Mat.Clip_Mat","0","36","10","1","19.454866","0","130"
"/Game/Character/Yaoyao_01/Complete/Materials/M/M_Yao_hair.M_Yao_hair","0","414","13","2","531.134216","414","12955"
"/Game/Character/Yaoyao_01/Complete/Materials/M/EYE_jiemao.EYE_jiemao","0","675","12","2","848.881653","0","13668"
"/Game/Character/Yaoyao_01/Complete/Materials/M/M_LeiXian.M_LeiXian","0","150","4","1","240.287918","0","1642"
"/Game/Character/Yaoyao_01/Complete/Materials/M/D_lacrimal_fluid.D_lacrimal_fluid","0","142","3","1","515.172913","0","1666"
"/Game/Character/Yaoyao_01/Complete/Materials/M/M_YaoyaoHead.M_YaoyaoHead","0","48","6","1","35.840485","0","153"
"/Game/Character/Yaoyao_01/Complete/Materials/M/M_cloth_Opacity.M_cloth_Opacity","0","440","6","3","1740.097656","0","3487"
"/Game/Character/Yaoyao_01/Complete/Materials/M/M_Mouth.M_Mouth","0","48","10","1","35.587185","0","212"
"/Game/Character/Yaoyao_01/Complete/Materials/M/M_Leg.M_Leg","0","36","2","1","22.175592","0","91"
"/Game/Character/Common/Materials/M_Opacity.M_Opacity","0","24","10","1","13.376734","0","62"
"/Game/Character/Yaoyao_01/Complete/Materials/M/MA_HairSheet.MA_HairSheet","0","207","5","1","299.979462","207","4663"
"/Game/Character/Yaoyao_01/Complete/Materials/M/yaoyaojiutoufa.yaoyaojiutoufa","0","207","5","1","321.750336","207","4278"
"/Game/Character/Shanghai/GirlTest/Texture/M_silver.M_silver","0","36","36","1","21.037050","0","44"
"/Game/Character/Shanghai/GirlTest/Texture/M_Hair.M_Hair","0","84","5","1","57.815174","0","275"
"/Game/Character/Shanghai/GirlTest/Texture/M_GirlBody.M_GirlBody","0","48","48","1","26.428223","0","62"
"/Game/Character/Shanghai/GirlTest/Texture/M_eyelashes.M_eyelashes","0","112","1","1","73.612579","0","358"
"/Game/Character/Shanghai/GirlTest/Texture/M_Cloth.M_Cloth","0","36","1","1","22.273109","0","95"
"/Game/Character/Shanghai/GirlTest/Texture/M_Blackleather.M_Blackleather","0","36","8","1","28.978004","0","105"
"/Game/Character/Shanghai/GirlTest/Texture/lambert5.lambert5","0","48","48","1","36.333912","0","64"
"/Game/Character/Common/Materials/M_Mater.M_Mater","0","36","10","1","19.851885","0","118"
"/Game/Character/Common/Materials/M__Leg.M__Leg","0","36","9","1","35.380375","0","175"
"/Game/Character/Common/Materials/M_Tongue.M_Tongue","0","48","10","1","26.774462","0","186"
"/Game/Character/Common/Materials/M_Teeth2.M_Teeth2","0","48","10","1","26.271265","0","180"
"/Game/Character/Common/Materials/M_hair_v2.M_hair_v2","0","130","5","1","122.190758","0","1315"
"/Game/Character/Common/Materials/M_Teeth.M_Teeth","0","57","5","1","38.198360","0","335"
"/Game/Character/Common/Materials/M_shoes.M_shoes","0","81","6","1","50.592205","0","474"
"/Game/Character/Common/Materials/M_Nails.M_Nails","0","36","10","1","20.852293","0","156"
"/Game/Character/Common/Materials/M_LacrimalFluid.M_LacrimalFluid","0","142","5","1","463.519501","0","1779"
"/Game/Character/Common/Materials/M_hiar.M_hiar","0","207","9","1","273.828613","207","6482"
"/Game/Character/Common/Materials/M_Head.M_Head","0","48","6","1","34.113537","0","256"
"/Game/Character/Common/Materials/M_fabric_simpler_fuzz_option.M_fabric_simpler_fuzz_option","0","114","10","1","57.135746","0","944"
"/Game/Character/Common/Materials/M_EyeRefractive.M_EyeRefractive","0","147","10","1","170.092392","147","3476"
"/Game/Character/Common/Materials/M_EyeOcclusion.M_EyeOcclusion","0","32","6","1","17.558498","0","106"
"/Game/Character/Common/Materials/M_Eyelash.M_Eyelash","0","207","12","1","262.456116","207","6579"
"/Game/Character/Common/Materials/M_BodySkin.M_BodySkin","0","48","9","1","47.824974","0","194"
